log,label
AccessDeniedException: role CUSTOMER cannot perform this action on /api/services/{id}/available-slots,AUTHORIZATION_ERROR
Legacy subsystem emitted an unrecognized diagnostic code 555,UNKNOWN
Account for user 12345 locked after repeated failed authentication attempts,SECURITY_ALERT
Unusual number of admin actions performed by user 8891 in a short period,SECURITY_ALERT
Database query for available slots took 2200 ms,PERFORMANCE_WARNING
Disk space critically low on mysql-db volume (80 MB free),SYSTEM_ERROR
Appointment 203 requested for a slot close to closing time,WARNING
User 9002 attempted to access admin-only endpoint /api/appointments,AUTHORIZATION_ERROR
User 203 attempted to book an already-cancelled appointment,WARNING
Connection reset by peer while streaming websocket data for user 555,NETWORK_ERROR
Query timeout while fetching appointments for user 9002,DATABASE_ERROR
Query timeout while fetching appointments for user 9002,DATABASE_ERROR
"Cache miss for service svc-9 listing, falling back to database",WARNING
Multiple failed login attempts detected from the same IP 198.51.100.7,SECURITY_ALERT
"Cache miss for service svc-202 listing, falling back to database",WARNING
IllegalStateException: working schedule not initialized for staff 60021,APPLICATION_ERROR
Appointment 77410 cancelled by user 555,INFO
Reminder email sent to user@example.com for upcoming appointment,INFO
User 4471 does not have permission to access /api/services/{id}/available-slots,AUTHORIZATION_ERROR
Request from 10.0.0.5 attempted path traversal on static resource path,SECURITY_ALERT
Legacy subsystem emitted an unrecognized diagnostic code 4471,UNKNOWN
"Method Completed: createAppointment | Result: Appointment{id=77410, status=PENDING}",INFO
Database query for available slots took 120 ms,PERFORMANCE_WARNING
Working schedule created for staff member 4471,INFO
Possible brute force attack detected against /api/auth/login from 10.0.0.5,SECURITY_ALERT
Miscellaneous debug marker 9002 left in codebase,UNKNOWN
Connection reset by peer while streaming websocket data for user 4471,NETWORK_ERROR
SQL injection pattern detected in request parameter for /api/appointments/{id}/status,SECURITY_ALERT
Connection timed out while calling SMTP server smtp.gmail.com:587,NETWORK_ERROR
Disk space critically low on mysql-db volume (200 MB free),SYSTEM_ERROR
Failed to serialize response for endpoint /api/services,APPLICATION_ERROR
"Docker health check failed for spring-app container, retry 12345",SYSTEM_ERROR
Possible brute force attack detected against /api/auth/login from 203.0.113.42,SECURITY_ALERT
Invalid request body for endpoint /api/services/{id}/available-slots: missing required field 'serviceId',VALIDATION_ERROR
Working schedule created for staff member 77410,INFO
Account for user 8891 locked after repeated failed authentication attempts,SECURITY_ALERT
Failed to acquire JDBC Connection: HikariPool-1 connection is not available,DATABASE_ERROR
Invalid request body for endpoint /api/services: missing required field 'serviceId',VALIDATION_ERROR
User 9002 attempted to book an already-cancelled appointment,WARNING
Invalid request body for endpoint /api/appointments/{id}/status: missing required field 'serviceId',VALIDATION_ERROR
AuthenticationException: Bad credentials for user admin@system.local,AUTHENTICATION_ERROR
Expired JWT token for user 9002,AUTHENTICATION_ERROR
Appointment created successfully for user 8891 with service svc-101,INFO
Appointment created successfully for user 4471 with service svc-9,INFO
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Appointment created successfully for user 8891 with service svc-330,INFO
Invalid request body for endpoint /api/admin/schedules: missing required field 'serviceId',VALIDATION_ERROR
IllegalStateException: working schedule not initialized for staff 4471,APPLICATION_ERROR
Query timeout while fetching appointments for user 31,DATABASE_ERROR
User 60021 attempted to book an already-cancelled appointment,WARNING
Exception in method: cancelAppointment | Message: Appointment 8891 not found,APPLICATION_ERROR
GC pause of 2200 ms detected on spring-app container,PERFORMANCE_WARNING
Suspicious request payload containing script tags blocked for /api/appointments/{id}/cancel,SECURITY_ALERT
Connection reset by peer while streaming websocket data for user 203,NETWORK_ERROR
Validation failed: startTime must not be null,VALIDATION_ERROR
Appointment 4471 status updated to ACCEPTED,INFO
Slow response detected for /api/appointments: 200 ms,PERFORMANCE_WARNING
Multiple failed login attempts detected from the same IP 203.0.113.42,SECURITY_ALERT
Malformed Authorization header on request to /api/appointments/{id}/cancel,AUTHENTICATION_ERROR
Slow response detected for /api/appointments: 3100 ms,PERFORMANCE_WARNING
Connection reset by peer while streaming websocket data for user 4471,NETWORK_ERROR
Disk space critically low on mysql-db volume (5000 MB free),SYSTEM_ERROR
OutOfMemoryError: Java heap space in appointment-service container (attempt 555),SYSTEM_ERROR
Placeholder log entry 60021 pending removal,UNKNOWN
JWT token missing on protected endpoint /api/appointments,AUTHENTICATION_ERROR
Connection refused while connecting to MySQL at mysql:3306,DATABASE_ERROR
Appointment created successfully for user 12345 with service svc-77,INFO
Appointment 203 cancelled by user 60021,INFO
403 Forbidden returned for request to /api/services by user 4471,AUTHORIZATION_ERROR
Malformed Authorization header on request to /api/appointments/{id}/status,AUTHENTICATION_ERROR
403 Forbidden returned for request to /api/auth/login by user 31,AUTHORIZATION_ERROR
IllegalStateException: working schedule not initialized for staff 9002,APPLICATION_ERROR
JWT token missing on protected endpoint /api/auth/login,AUTHENTICATION_ERROR
Container spring-app restarted unexpectedly at cycle 77410,SYSTEM_ERROR
JWT token missing on protected endpoint /api/appointments,AUTHENTICATION_ERROR
Container spring-app restarted unexpectedly at cycle 203,SYSTEM_ERROR
Slow response detected for /api/appointments/{id}/cancel: 7300 ms,PERFORMANCE_WARNING
Invalid request body for endpoint /api/auth/register: missing required field 'serviceId',VALIDATION_ERROR
Validation failed: email must be a well-formed email address,VALIDATION_ERROR
NullPointerException while processing appointment request for user 12345,APPLICATION_ERROR
Failed to parse JWT claims for request to /api/appointments/{id}/cancel,AUTHENTICATION_ERROR
User 203 attempted to access admin-only endpoint /api/appointments/{id}/cancel,AUTHORIZATION_ERROR
User 77410 does not have permission to access /api/appointments,AUTHORIZATION_ERROR
com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure,DATABASE_ERROR
Slow response detected for /api/admin/schedules: 80 ms,PERFORMANCE_WARNING
Expired JWT token for user 555,AUTHENTICATION_ERROR
Available slots fetched for service svc-101 on requested date,INFO
Appointment 8891 status updated to ACCEPTED,INFO
Invalid request body for endpoint /api/auth/login: missing required field 'serviceId',VALIDATION_ERROR
"Working schedule overlaps detected for staff member 4471, auto-resolved",WARNING
Query timeout while fetching appointments for user 4471,DATABASE_ERROR
Appointment created successfully for user 9002 with service svc-77,INFO
User 31 does not have permission to access /api/admin/schedules,AUTHORIZATION_ERROR
User 203 attempted to book an already-cancelled appointment,WARNING
Retrying email delivery to staff2@clinic.local after transient failure,WARNING
SQL injection pattern detected in request parameter for /api/auth/login,SECURITY_ALERT
Validation failed: email must be a well-formed email address,VALIDATION_ERROR
Appointment 60021 cancelled by user 4471,INFO
User 555 does not have permission to access /api/appointments/{id}/status,AUTHORIZATION_ERROR
Appointment 203 requested for a slot close to closing time,WARNING
Query timeout while fetching appointments for user 555,DATABASE_ERROR
Application failed to start: port 8443 already in use (pid 60021),SYSTEM_ERROR
Disk space critically low on mysql-db volume (6100 MB free),SYSTEM_ERROR
403 Forbidden returned for request to /api/services by user 9002,AUTHORIZATION_ERROR
Slow response detected for /api/auth/register: 1500 ms,PERFORMANCE_WARNING
403 Forbidden returned for request to /api/services/{id}/available-slots by user 9002,AUTHORIZATION_ERROR
Expired JWT token for user 77410,AUTHENTICATION_ERROR
403 Forbidden returned for request to /api/auth/register by user 8891,AUTHORIZATION_ERROR
Malformed Authorization header on request to /api/services,AUTHENTICATION_ERROR
User 8891 does not have permission to access /api/auth/login,AUTHORIZATION_ERROR
GC pause of 80 ms detected on spring-app container,PERFORMANCE_WARNING
"Fatal error: unable to load SSL keystore, service unavailable (code 9002)",SYSTEM_ERROR
OutOfMemoryError: Java heap space in appointment-service container (attempt 60021),SYSTEM_ERROR
xkcd-node-31 heartbeat received on unmapped channel,UNKNOWN
Invalid request body for endpoint /api/auth/register: missing required field 'serviceId',VALIDATION_ERROR
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
User 31 attempted to book an already-cancelled appointment,WARNING
Expired JWT token for user 203,AUTHENTICATION_ERROR
User 77410 attempted to access admin-only endpoint /api/appointments,AUTHORIZATION_ERROR
403 Forbidden returned for request to /api/auth/login by user 9002,AUTHORIZATION_ERROR
Slow response detected for /api/appointments/{id}/cancel: 3100 ms,PERFORMANCE_WARNING
Invalid request body for endpoint /api/appointments/{id}/cancel: missing required field 'serviceId',VALIDATION_ERROR
Login failed for user admin@system.local: invalid credentials,AUTHENTICATION_ERROR
User 60021 attempted to access admin-only endpoint /api/admin/schedules,AUTHORIZATION_ERROR
Configuration property spring.jpa.show-sql is enabled in a non-dev profile,WARNING
JWT token missing on protected endpoint /api/services,AUTHENTICATION_ERROR
Connection reset by peer while streaming websocket data for user 203,NETWORK_ERROR
Appointment API request took 80 ms,PERFORMANCE_WARNING
Possible brute force attack detected against /api/auth/login from 203.0.113.42,SECURITY_ALERT
Invalid request body for endpoint /api/auth/register: missing required field 'serviceId',VALIDATION_ERROR
NullPointerException while processing appointment request for user 9002,APPLICATION_ERROR
"Fatal error: unable to load SSL keystore, service unavailable (code 31)",SYSTEM_ERROR
Database query for available slots took 1500 ms,PERFORMANCE_WARNING
Appointment created successfully for user 60021 with service svc-9,INFO
User 77410 attempted to book an already-cancelled appointment,WARNING
Connection reset by peer while streaming websocket data for user 77410,NETWORK_ERROR
Appointment 555 status updated to ACCEPTED,INFO
User 203 logged out,INFO
Unhandled RuntimeException in AppointmentService.getAvailableSlots,APPLICATION_ERROR
Read timed out on connection to mysql:3306,NETWORK_ERROR
